,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
4127,U001,0200725421,BEN  systems,2020-04-03 09:40:30.203125000,2020.0,1930664261.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,32384.918999999998,0-15
4128,U001,0200229974,DARDEN D trust,2020-03-12 13:51:06.031250000,2020.0,1930586755.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,13013.805,
4129,U001,CCU013,KRAFT F corporation,2020-05-04 03:58:59.500000000,2020.0,1930689909.0,2020-03-23 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAX2,16666.257999999998,31-45
4130,U001,200761734,H E BUT ,2020-05-16 03:19:31.875000000,2020.0,1930673540.0,2020-03-21 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAGD,2074.947,
4131,U001,200769623,WAL-MAR co,2020-05-09 01:43:13.250000000,2020.0,1930846630.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,14730.057999999997,
4132,U001,200778870,C corporation,2020-04-09 05:17:32.234375000,2020.0,1930688442.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,15714.776,0-15
4133,U001,200743123,KROGER corporation,2020-04-08 08:59:03.093750000,2020.0,1930713209.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,36578.024,
4134,U001,0200733702,HENR trust,2020-05-16 14:31:52.625000000,2020.0,1930844146.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,30176.824999999997,0-15
4135,U001,0200792734,MDV/ ,2020-03-29 04:03:47.453125000,2020.0,1930665787.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,26199.796,
4136,U001,0200769623,WAL-MAR co,2020-03-26 05:45:20.218750000,2020.0,1930651359.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,2301.089,
4137,U001,0200704045,RA ,2020-03-29 02:35:43.671875000,2020.0,1930655345.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,14031.766,
4138,U001,0200729290,KROGER ,2020-05-03 21:07:52.437500000,2020.0,1930815251.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,2104.984,
4139,U013,0140103713,PRIM llc,2020-05-30 11:54:27.375000000,2020.0,1991841541.0,2020-04-12 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAVE,7064.82,16-30
4140,U001,0200769623,WAL-MAR systems,2020-04-09 00:35:27.281250000,2020.0,1930718486.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,1328.74,
4141,U001,0200769623,WAL-MAR in,2020-03-10 00:22:07.656250000,2020.0,1930580011.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,1076.789,
4142,U001,0200705742,DOT corp,2020-04-10 21:51:50.625000000,2020.0,1930665160.0,2020-03-20 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAAW,23494.835,
4143,U001,0200353024,DECA associates,2020-04-14 03:06:21.625000000,2020.0,1930762060.0,2020-04-08 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,483.58799999999997,
4144,U001,0200794332,COST llc,2020-05-10 17:16:31.406250000,2020.0,1930845213.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAAX,10698.569,
4145,U001,0200769623,WAL-MAR trust,2020-03-24 08:42:43.218750000,2020.0,1930649289.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,3243.422,
4146,U001,0200769623,WAL-MAR corporation,2020-04-11 02:25:22.812500000,2020.0,1930732442.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,22028.118,
4147,U001,200891601,POWE co,2020-04-25 06:37:29.125000000,2020.0,1930654882.0,2020-03-20 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAD5,62596.799999999996,0-15
4148,U001,0200772670,ASSOCIAT in,2020-04-05 20:20:23.414062500,2020.0,1930688579.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAU5,6336.12,
4149,U001,0200762301,C&S WH llc,2020-03-13 04:37:17.375000000,2020.0,1930597350.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAC6,28556.198999999997,
4150,U001,0200759878,SA co,2020-04-26 20:45:16.500000000,2020.0,1930784032.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,36034.635,
4151,U001,0200331749,SYSC in,2020-04-18 21:58:52.375000000,2020.0,1930732934.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,5941.782,
4152,U001,0200744019,TARG corporation,2020-04-14 13:55:39.281250000,2020.0,1930738342.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,8344.777,
4153,U001,200741174,M B  associates,2020-04-07 10:44:03.281250000,2020.0,1930625368.0,2020-03-11 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-11 00:00:00.000000000,NA32,36714.397999999994,
4154,U001,0200769623,WAL-MAR co,2020-04-01 20:49:08.531250000,2020.0,1930685464.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,2846.074,
4155,U001,0200229974,DARDEN D us,2020-04-26 21:23:36.187500000,2020.0,1930772714.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,10082.967999999999,0-15
4156,U001,0200794332,COST associates,2020-03-21 23:45:41.000000000,2020.0,1930637241.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAAX,4552.303,
4157,CA02,0140106408,WAL-M us,2020-03-31 16:50:22.312500000,2020.0,2960627117.0,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-12 00:00:00.000000000,CA10,83471.67,0-15
4158,U001,0200769623,WAL-MAR trust,2020-03-16 15:14:30.625000000,2020.0,1930623117.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,25686.345999999998,
4159,U001,0200769623,WAL-MAR corp,2020-03-24 02:18:16.468750000,2020.0,1930646061.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,8750.231,
4160,U001,0200769623,WAL-MAR llc,2020-03-24 13:27:48.593750000,2020.0,1930648336.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,380.709,
4161,U001,0200732755,KROGER ,2020-05-05 22:41:13.937500000,2020.0,1930821943.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,67294.35299999999,
4162,U001,0200769623,WAL-MAR corporation,2020-05-13 02:25:22.812500000,2020.0,1930854177.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,13345.024,
4163,CA02,0140104409,LOB co,2020-04-29 04:33:42.468750000,2020.0,2960627473.0,2020-04-13 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-14 00:00:00.000000000,CA10,72729.43,0-15
4164,U001,0200706844,WINC associates,2020-03-16 13:53:56.312500000,2020.0,1930567193.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,18566.106999999996,0-15
4165,U001,0200762301,C&S WH corporation,2020-04-29 07:08:46.187500000,2020.0,1930584615.0,2020-03-02 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAGD,12529.062,
4166,CA02,0140106099,SOCIETE  foundation,2020-05-03 03:52:48.375000000,2020.0,2960625277.0,2020-04-01 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-04-03 00:00:00.000000000,CA10,52211.1,16-30
4167,U001,0200769623,WAL-MAR ,2020-04-25 05:33:23.968750000,2020.0,1930789111.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,2382.66,
4168,CA02,0140104429,COSTCO corp,2020-03-30 06:49:36.656250000,2020.0,2960621414.0,2020-03-16 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-18 00:00:00.000000000,CA10,2201.38,0-15
4169,U001,0200762301,C&S WH systems,2020-03-23 00:21:48.031250000,2020.0,1930642275.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAC6,7192.101,
4170,U001,0200794332,COST in,2020-04-03 18:41:12.343750000,2020.0,1930690154.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAAX,10340.784999999998,
4171,U001,0100031704,DELHAIZE in,2020-04-04 14:46:52.937500000,2020.0,1930668588.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,77066.31099999999,0-15
4172,U001,0200803720,DEC foundation,2020-03-14 23:54:31.437500000,2020.0,1930614056.0,2020-03-07 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,373.17,
4173,U001,0200661137,AFFI in,2020-05-03 13:53:21.750000000,2020.0,1930793943.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,6695.031,0-15
4174,U001,0200782001,GORDO systems,2020-04-07 20:03:34.312500000,2020.0,1930633928.0,2020-03-12 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-12 00:00:00.000000000,NA32,40474.195999999996,
4175,U001,0200700919,US  co,2020-05-07 03:09:25.687500000,2020.0,1930794560.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,34599.768,0-15
4176,U001,0200799538,UNITE foundation,2020-05-07 15:55:53.902343750,2020.0,1930813586.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,59333.40699999999,0-15
4177,U001,0200152991,JET foundation,2020-03-25 12:23:19.187500000,2020.0,1930646211.0,2020-03-12 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAD1,693.2379999999999,
4178,U001,0200418007,AM llc,2020-03-17 07:29:10.234375000,2020.0,1930596082.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,113228.136,
4179,CA02,0140106408,WAL-M ,2020-05-24 03:53:09.562500000,2020.0,2960632188.0,2020-05-04 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-05-04 00:00:00.000000000,CA10,38400.15,0-15
4180,U001,0200936373,SUPE associates,2020-04-07 07:36:40.000000000,2020.0,1930701201.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,9878.679999999998,
4181,U001,0200726979,BJ'S  co,2020-04-25 00:18:29.656250000,2020.0,1930782800.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,343.11899999999997,
4182,U001,0200769623,WAL-MAR ,2020-03-28 03:04:04.031250000,2020.0,1930660576.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,7458.716999999999,
4183,U001,0200769623,WAL-MAR associates,2020-03-15 17:12:47.062500000,2020.0,1930610150.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,9748.193,
4184,U001,0200900909,SYSCO foundation,2020-04-01 15:20:08.000000000,2020.0,1930599645.0,2020-03-04 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-04 00:00:00.000000000,NA32,5093.3679999999995,
4185,U001,0200780849,LAUREL ,2020-05-18 22:11:46.500000000,2020.0,1930880507.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAA8,17663.422,
4186,CA02,0140104423,METRO  systems,2020-03-25 17:40:53.906250000,2020.0,2960619863.0,2020-03-11 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-14 00:00:00.000000000,CA10,102758.21,0-15
4187,U001,0200799180,CHEN in,2020-03-17 20:10:03.007812500,2020.0,1930598501.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,47709.242,
4188,U001,0200386051,W H foundation,2020-05-09 17:12:37.781250000,2020.0,1930814836.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,18106.108999999997,0-15
4189,U001,0200769623,WAL-MAR co,2020-04-17 03:29:20.875000000,2020.0,1930760751.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,14166.264,
4190,U001,0200707005,KING S corporation,2020-04-04 00:31:16.000000000,2020.0,1930685458.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,12705.832999999999,
4191,U001,0200744019,TARG foundation,2020-03-28 17:06:49.156250000,2020.0,1930652840.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,18935.734999999997,
4192,U001,0200769623,WAL-MAR corp,2020-04-06 15:47:18.187500000,2020.0,1930709345.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,3937.787,
4193,U001,0200762301,C&S WH in,2020-05-03 01:46:18.656250000,2020.0,1930809837.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAC6,30746.995999999996,
4194,U001,0200769623,WAL-MAR corporation,2020-05-12 03:35:56.875000000,2020.0,1930856401.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,35790.909,
4195,CA02,0140104409,LOB ,2020-04-23 09:31:49.343750000,2020.0,2960626567.0,2020-04-08 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-10 00:00:00.000000000,CA10,43142.4,0-15
4196,U001,0200794332,COST in,2020-04-12 19:02:38.968750000,2020.0,1930731371.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAAX,6155.163,
4197,U001,0200739006,AL systems,2020-04-17 16:46:04.875000000,2020.0,1930764291.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,46661.51699999999,
4198,U001,0200705742,DOT llc,2020-05-05 15:28:12.625000000,2020.0,1930830019.0,2020-04-27 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAD1,16046.765,
4199,U001,0200769623,WAL-MAR foundation,2020-03-17 13:25:22.375000000,2020.0,1930621237.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,10227.734999999999,
4200,U001,0200795490,HY -  llc,2020-04-06 08:28:35.640625000,2020.0,1930691444.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,8481.228000000001,
4201,U001,0200769623,WAL-MAR in,2020-03-10 02:53:54.468750000,2020.0,1930583696.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,29815.995999999996,
4202,U001,0200711029,WEGMAN associates,2020-04-24 19:27:21.500000000,2020.0,1930764162.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,34917.26,0-15
4203,U001,0200797984,PIGGLY llc,2020-04-15 21:13:47.593750000,2020.0,1930750223.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,83681.367,
4204,U001,0200794332,COST llc,2020-03-26 22:55:02.062500000,2020.0,1930660969.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAAX,22900.828999999998,
4205,U001,0200769623,WAL-MAR in,2020-03-10 09:15:15.062500000,2020.0,1930584981.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAH4,47233.354,
4206,U001,200741174,M B  co,2020-04-07 14:33:56.015625000,2020.0,1930669571.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,11915.078,
4207,U001,0200769623,WAL-MAR us,2020-04-04 00:59:00.156250000,2020.0,1930700321.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,11297.271999999999,
4208,U001,0200759878,SA trust,2020-04-13 01:54:56.781250000,2020.0,1930732681.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,9587.556999999999,
4209,U001,0200769623,WAL-MAR corp,2020-04-07 15:19:02.187500000,2020.0,1930717889.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,930.4609999999999,
4210,U001,0200769623,WAL-MAR corp,2020-03-12 05:50:40.125000000,2020.0,1930598413.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,1187.753,
4211,U001,0200794332,COST ,2020-04-26 16:26:46.843750000,2020.0,1930566819.0,2020-02-27 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAGD,4818.604,
4212,U001,0200769623,WAL-MAR corporation,2020-04-03 08:12:07.687500000,2020.0,1930703355.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,407.708,
4213,U001,0200769623,WAL-MAR trust,2020-05-08 20:03:36.937500000,2020.0,1930835893.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAH4,1518.5589999999997,
4214,U001,0200769623,WAL-MAR in,2020-03-27 22:03:22.625000000,2020.0,1930669340.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,33536.062,
4215,CA02,0140106408,WAL-M llc,2020-04-15 10:54:20.500000000,2020.0,2960622238.0,2020-03-24 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,CA10,1375.51,0-15
4216,U001,0200793513,KROGER co,2020-04-28 17:42:24.921875000,2020.0,1930794909.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,77105.168,
4217,U001,0200769623,WAL-MAR associates,2020-04-11 08:34:34.937500000,2020.0,1930728064.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,11209.044,
4218,U001,0200759878,SA in,2020-05-16 02:32:05.000000000,2020.0,1930858268.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,29214.947999999997,
4219,U001,0100036486,NEB foundation,2020-05-26 22:15:14.687500000,2020.0,1930838395.0,2020-05-01 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAD1,83938.631,0-15
4220,U001,0200416837,DEC llc,2020-03-13 23:18:13.062500000,2020.0,1930675684.0,2020-03-20 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM1,1821.7009999999998,
4221,U001,0200744496,NORT corporation,2020-03-25 14:02:09.687500000,2020.0,1930630494.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,27307.020999999997,0-15
4222,CA02,0140106408,WAL-M corporation,2020-03-29 08:46:51.000000000,2020.0,2960619146.0,2020-03-09 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-09 00:00:00.000000000,CA10,47072.24,0-15
4223,U001,0200759878,SA systems,2020-05-11 19:27:06.468750000,2020.0,1930833749.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,21547.756999999998,
4224,U001,0200772670,ASSOCIAT in,2020-04-17 23:28:23.586181641,2020.0,1930730657.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAU5,116597.362,
4225,U001,0200764795,SYSCO  associates,2020-05-09 14:39:34.062500000,2020.0,1930830390.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,1741.0259999999998,
4226,CA02,0140105686,SYSC corp,2020-05-07 07:28:10.500000000,2020.0,2960626638.0,2020-04-07 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-14 00:00:00.000000000,CA10,8814.4,0-15
4227,U001,0200706844,WINC associates,2020-04-10 05:42:21.093750000,2020.0,1930689088.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,11877.621,0-15
4228,U001,0100036318,TFC corp,2020-05-31 20:48:30.875000000,2020.0,1930898243.0,2020-05-13 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-13 00:00:00.000000000,NA10,2817.5,0-15
4229,U001,0200750051,ALBER foundation,2020-04-28 21:27:59.625000000,2020.0,1930585630.0,2020-03-02 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAGD,91521.35299999999,
4230,U001,0200769623,WAL-MAR systems,2020-05-17 08:13:27.500000000,2020.0,1930884834.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,27147.847999999998,
4231,U001,0200769623,WAL-MAR llc,2020-05-04 16:51:54.531250000,2020.0,1930829668.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,9759.365,
4232,U001,0200743123,KROGER associates,2020-03-09 17:53:06.531250000,2020.0,1930576524.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,99164.46399999999,
4233,U001,0200732755,KROGER us,2020-05-04 04:27:50.328125000,2020.0,1930811094.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,64249.297,
4234,U001,0200769623,WAL-MAR associates,2020-03-10 10:57:56.093750000,2020.0,1930583680.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,10438.603,
4235,U001,0200744019,TARG co,2020-04-09 07:43:03.859375000,2020.0,1930709931.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,5341.119,
4236,U001,0200769623,WAL-MAR llc,2020-03-15 07:42:42.062500000,2020.0,1930619618.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,9540.643,
4237,U001,0200726979,BJ'S  associates,2020-04-01 21:43:43.593750000,2020.0,1930685984.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,413.077,
4238,U001,0200769623,WAL-MAR in,2020-05-14 23:40:25.875000000,2020.0,1930863265.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAH4,21427.658,
4239,U001,0200769623,WAL-MAR foundation,2020-05-13 04:47:10.250000000,2020.0,1930849965.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,7670.558,
4240,U001,0200742791,QUI co,2020-05-08 16:19:39.125000000,2020.0,1930813752.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAA8,5388.04,
4241,U001,0200759878,SA corporation,2020-03-29 00:14:32.015625000,2020.0,1930661915.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,21747.243,
4242,U001,0100031704,DELHAIZE foundation,2020-04-20 16:38:23.273437500,2020.0,1930749619.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,54464.90699999999,0-15
4243,U001,0200782001,GORDO llc,2020-04-02 14:35:53.375000000,2020.0,1930683434.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,47622.91099999999,
4244,U001,0200744019,TARG llc,2020-03-29 17:15:08.906250000,2020.0,1930653218.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,2624.0409999999997,
4245,U001,0200076137,OLLIE in,2020-03-21 13:27:49.062500000,2020.0,1930646066.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,71998.92,
4246,U001,0200230690,DECA in,2020-04-14 07:52:40.437500000,2020.0,1930738182.0,2020-04-03 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,456.204,
4247,U013,140103423,COS systems,2020-04-26 02:44:21.000000000,2020.0,1991839690.0,2020-03-10 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAVE,2591.939,16-30
4248,U001,0200794332,COST ,2020-05-08 23:13:14.281250000,2020.0,1930829856.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAAX,22041.999,
4249,U001,0200706844,WINC corp,2020-03-23 12:20:22.875000000,2020.0,1930645584.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,42821.869999999995,
4250,U001,0200726979,BJ'S  us,2020-04-17 04:40:28.250000000,2020.0,1930752180.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,63.742,
4251,U001,0200779051,AFFILI llc,2020-04-30 16:03:03.531250000,2020.0,1930781585.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,65372.979,0-15
